ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSMUSG00000083139	processed_pseudogene	Gm12418	46.07
ENSMUSG00000083140	processed_pseudogene	Gm5073	45.49
ENSMUSG00000083141	processed_pseudogene	Gm15752	48.22
ENSMUSG00000083142	processed_pseudogene	Gm12288	43.29
ENSMUSG00000083143	processed_pseudogene	Gm13424	43.84
ENSMUSG00000083144	processed_pseudogene	Gm14334	46.18
ENSMUSG00000083145	processed_pseudogene	Gm12579	53.9
ENSMUSG00000083147	unprocessed_pseudogene	Olfr1103-ps1	39.49
ENSMUSG00000083149	processed_pseudogene	Gm11380	47.5
ENSMUSG00000083150	processed_pseudogene	Gm11852	46.4
ENSMUSG00000083151	processed_pseudogene	Gm4913	51.4
ENSMUSG00000083152	transcribed_processed_pseudogene	Apc-ps1	50.21
ENSMUSG00000083153	processed_pseudogene	Gm12459	50.39
ENSMUSG00000083154	processed_pseudogene	Gm11892	52
ENSMUSG00000083155	processed_pseudogene	Gm11866	42.69
ENSMUSG00000083156	processed_pseudogene	Gm12201	50.04
ENSMUSG00000083157	processed_pseudogene	Gm13511	51.79
ENSMUSG00000083158	processed_pseudogene	Gm14655	43.77
ENSMUSG00000083159	processed_pseudogene	Gm12180	50.23
ENSMUSG00000083160	processed_pseudogene	Gm15967	40.59
ENSMUSG00000083161	transcribed_unprocessed_pseudogene	Gm11427	41.56
ENSMUSG00000083162	processed_pseudogene	Gm4917	43.69
ENSMUSG00000083163	unprocessed_pseudogene	Gm11429	43.06
ENSMUSG00000083165	processed_pseudogene	Gm11344	49.55
ENSMUSG00000083166	processed_pseudogene	Gm8648	52.04
ENSMUSG00000083167	unprocessed_pseudogene	Vmn1r-ps97	43.78
ENSMUSG00000083168	processed_pseudogene	Gm14201	45.67
ENSMUSG00000083169	processed_pseudogene	Gm6580	52.84
ENSMUSG00000083170	unprocessed_pseudogene	Gm14405	35.53
ENSMUSG00000083171	processed_pseudogene	Gm12321	47.14
ENSMUSG00000083172	unprocessed_pseudogene	Gm13409	38.3
ENSMUSG00000083173	processed_pseudogene	Gm13064	48.11
ENSMUSG00000083174	processed_pseudogene	Gm7190	43.53
ENSMUSG00000083175	processed_pseudogene	Gm12206	50.42
ENSMUSG00000083176	processed_pseudogene	D11Bhm181e	49.29
ENSMUSG00000083177	processed_pseudogene	Gm7820	50.95
ENSMUSG00000083178	unprocessed_pseudogene	Gm12187	42.69
ENSMUSG00000083179	processed_pseudogene	Gm12693	43.06
ENSMUSG00000083180	processed_pseudogene	Gm15007	50.42
ENSMUSG00000083181	unprocessed_pseudogene	Gm13903	49.22
ENSMUSG00000083182	processed_pseudogene	Gm13828	53.72
ENSMUSG00000083183	processed_pseudogene	Gm15575	45.29
ENSMUSG00000083185	unprocessed_pseudogene	Olfr1146-ps1	41.57
ENSMUSG00000083186	processed_pseudogene	Gm11805	44.5
ENSMUSG00000083188	polymorphic_pseudogene	Olfr404-ps1	49.79
ENSMUSG00000083190	unprocessed_pseudogene	Cyp4a30-ps	43.01
ENSMUSG00000083191	processed_pseudogene	Gm15571	50.24
ENSMUSG00000083193	protein_coding	4930595D18Rik	47.07
ENSMUSG00000083195	processed_pseudogene	Gm13567	46.96
ENSMUSG00000083196	processed_pseudogene	Gm15272	47.64
ENSMUSG00000083197	processed_pseudogene	Gm13581	45.36
ENSMUSG00000083199	processed_pseudogene	Gm9432	47.96
ENSMUSG00000083200	processed_pseudogene	Gm15066	52.07
ENSMUSG00000083201	processed_pseudogene	Gm12080	40.77
ENSMUSG00000083202	processed_pseudogene	Gm12388	45.2
ENSMUSG00000083203	processed_pseudogene	Gm11421	54.08
ENSMUSG00000083204	processed_pseudogene	Gm13788	49.42
ENSMUSG00000083205	processed_pseudogene	Gm7821	44.16
ENSMUSG00000083206	unprocessed_pseudogene	Gm11338	52.85
ENSMUSG00000083207	processed_pseudogene	Gm14780	54.33
ENSMUSG00000083208	processed_pseudogene	Gm11522	36.36
ENSMUSG00000083209	processed_pseudogene	Gm11969	51.4
ENSMUSG00000083210	processed_pseudogene	Gm14869	51.81
ENSMUSG00000083211	processed_pseudogene	Gm13737	50.43
ENSMUSG00000083212	processed_pseudogene	Gm12274	55.58
ENSMUSG00000083213	processed_pseudogene	Gm14875	45.14
ENSMUSG00000083214	processed_pseudogene	Gm11912	45.08
ENSMUSG00000083215	processed_pseudogene	Rbmx2-ps	49.78
ENSMUSG00000083216	unprocessed_pseudogene	Hbb-bh3	41.51
ENSMUSG00000083218	processed_pseudogene	Gm16425	53.67
ENSMUSG00000083219	processed_pseudogene	Gm11410	37.62
ENSMUSG00000083220	processed_pseudogene	Gm12919	45.61
ENSMUSG00000083221	processed_pseudogene	Gm14528	52.38
ENSMUSG00000083222	unprocessed_pseudogene	Gm12427	44.58
ENSMUSG00000083223	processed_pseudogene	Gm15016	48.06
ENSMUSG00000083224	processed_pseudogene	Gm11255	43.05
ENSMUSG00000083225	processed_pseudogene	Gm15215	41.31
ENSMUSG00000083226	processed_pseudogene	Gm7831	48.45
ENSMUSG00000083227	unprocessed_pseudogene	Gm11546	49.66
ENSMUSG00000083228	processed_pseudogene	Gm11779	60.33
ENSMUSG00000083229	processed_pseudogene	Gm11862	39
ENSMUSG00000083230	processed_pseudogene	Gm14158	40.58
ENSMUSG00000083231	processed_pseudogene	Gm15096	44.87
ENSMUSG00000083232	processed_pseudogene	Gm11796	47.94
ENSMUSG00000083233	processed_pseudogene	Gm13406	46.48
ENSMUSG00000083234	processed_pseudogene	Gm12262	51.15
ENSMUSG00000083235	processed_pseudogene	Gm13246	53.97
ENSMUSG00000083236	processed_pseudogene	Gm7222	52.65
ENSMUSG00000083237	processed_pseudogene	Gm11698	47.25
ENSMUSG00000083238	processed_pseudogene	Hspe1-ps4	45.81
ENSMUSG00000083239	unprocessed_pseudogene	Mup-ps1	39.92
ENSMUSG00000083240	processed_pseudogene	Gm13453	56.86
ENSMUSG00000083241	processed_pseudogene	Gm13259	46.05
ENSMUSG00000083242	processed_pseudogene	Gm15659	40.47
ENSMUSG00000083243	processed_pseudogene	Gm14668	45.16
ENSMUSG00000083244	processed_pseudogene	Gm15180	50
ENSMUSG00000083245	processed_pseudogene	Gm11185	53.43
ENSMUSG00000083246	processed_pseudogene	Gm11839	54.48
ENSMUSG00000083248	processed_pseudogene	Gm6574	46.13
ENSMUSG00000083249	unprocessed_pseudogene	Gm14623	36.24
ENSMUSG00000083250	processed_pseudogene	Gm5403	47.73
ENSMUSG00000083251	unprocessed_pseudogene	Gm15300	39.69
ENSMUSG00000083252	processed_pseudogene	Gm13210	40.66
ENSMUSG00000083253	processed_pseudogene	Gm7108	44.12
ENSMUSG00000083254	processed_pseudogene	Gm15116	43.89
ENSMUSG00000083255	processed_pseudogene	Gm12738	46.46
ENSMUSG00000083256	processed_pseudogene	Kars-ps1	44.93
ENSMUSG00000083257	processed_pseudogene	Gm15568	44.93
ENSMUSG00000083258	processed_pseudogene	Gm5939	55.98
ENSMUSG00000083260	processed_pseudogene	Gm13460	48.73
ENSMUSG00000083261	processed_pseudogene	Gm7816	42.46
ENSMUSG00000083262	processed_pseudogene	Gm14470	48.28
ENSMUSG00000083263	processed_pseudogene	Gm14874	44.84
ENSMUSG00000083264	processed_pseudogene	Gm11461	50.17
ENSMUSG00000083267	unprocessed_pseudogene	Olfr1127-ps1	42.83
ENSMUSG00000083268	processed_pseudogene	Gm11511	55.19
ENSMUSG00000083269	processed_pseudogene	Gm13254	47.25
ENSMUSG00000083270	processed_pseudogene	Gm13498	45.84
ENSMUSG00000083271	processed_pseudogene	Gm12384	50.71
ENSMUSG00000083272	processed_pseudogene	Gm12550	45.9
ENSMUSG00000083274	processed_pseudogene	Zcchc9-ps	44.91
ENSMUSG00000083275	processed_pseudogene	Gm4993	44.12
ENSMUSG00000083276	processed_pseudogene	Gm13551	50
ENSMUSG00000083277	unprocessed_pseudogene	Gm15376	48.4
ENSMUSG00000083278	processed_pseudogene	Gm14589	40.44
ENSMUSG00000083279	processed_pseudogene	Pex13-ps	42.35
ENSMUSG00000083280	processed_pseudogene	Gm11838	52.38
ENSMUSG00000083281	processed_pseudogene	Gm13332	56.37
ENSMUSG00000083282	protein_coding	Ctsf	53.55
ENSMUSG00000083283	processed_pseudogene	Gm15361	40.99
ENSMUSG00000083284	processed_pseudogene	Gm13688	51.32
ENSMUSG00000083285	processed_pseudogene	Gm15815	50.98
ENSMUSG00000083287	processed_pseudogene	Gm13502	38.6
ENSMUSG00000083288	processed_pseudogene	Csnk2a1-ps	44.17
ENSMUSG00000083289	processed_pseudogene	Gm8812	53.16
ENSMUSG00000083290	processed_pseudogene	Gm15030	39.67
ENSMUSG00000083291	processed_pseudogene	Gm13679	47.73
ENSMUSG00000083292	processed_pseudogene	Gm12010	41.16
ENSMUSG00000083293	processed_pseudogene	Mup-ps28	45.67
ENSMUSG00000083294	unprocessed_pseudogene	Gm14957	39.33
ENSMUSG00000083296	processed_pseudogene	Gm12638	40.27
ENSMUSG00000083297	unprocessed_pseudogene	Vmn1r-ps114	39.33
ENSMUSG00000083298	processed_pseudogene	Gm12085	47.45
ENSMUSG00000083299	processed_pseudogene	Gm12332	46.53
ENSMUSG00000083300	processed_pseudogene	Gm12309	45.6
ENSMUSG00000083303	processed_pseudogene	Gm12110	46.11
ENSMUSG00000083304	unprocessed_pseudogene	Mup-ps15	39.9
ENSMUSG00000083305	processed_pseudogene	Gm13315	48.64
ENSMUSG00000083306	processed_pseudogene	Gm13868	43.88
ENSMUSG00000083307	processed_pseudogene	AA414768	52.74
ENSMUSG00000083309	unprocessed_pseudogene	Gm15926	46.71
ENSMUSG00000083310	processed_pseudogene	Gm5760	51.2
ENSMUSG00000083311	processed_pseudogene	Gm5643	47.62
ENSMUSG00000083312	unprocessed_pseudogene	Olfr1374-ps1	49.47
ENSMUSG00000083314	processed_pseudogene	Gm11742	43.78
ENSMUSG00000083315	processed_pseudogene	Gm11871	39.02
ENSMUSG00000083316	processed_pseudogene	Gm15185	38.74
ENSMUSG00000083317	unprocessed_pseudogene	Gm14402	38
ENSMUSG00000083318	unprocessed_pseudogene	Gm15192	49.49
ENSMUSG00000083319	processed_pseudogene	Gm11284	37.41
ENSMUSG00000083320	processed_pseudogene	Gm13935	44.97
ENSMUSG00000083321	processed_pseudogene	Gm14931	40.32
ENSMUSG00000083324	processed_pseudogene	Gm14997	45.44
ENSMUSG00000083325	transcribed_processed_pseudogene	Gm14121	49.35
ENSMUSG00000083326	processed_pseudogene	Rpl38-ps1	47.91
ENSMUSG00000083327	processed_pseudogene	Vcp-rs	48.46
ENSMUSG00000083328	processed_pseudogene	Gm11826	50.46
ENSMUSG00000083329	transcribed_processed_pseudogene	Gm14220	49.67
ENSMUSG00000083330	processed_pseudogene	Gm11859	38.68
ENSMUSG00000083331	unprocessed_pseudogene	Gm12400	41.11
ENSMUSG00000083332	processed_pseudogene	Gm7599	42.71
ENSMUSG00000083333	unprocessed_pseudogene	Magea7-ps	46.67
ENSMUSG00000083334	processed_pseudogene	Gm13579	43.71
ENSMUSG00000083335	processed_pseudogene	Gm13397	52.28
ENSMUSG00000083336	unprocessed_pseudogene	Olfr1332-ps1	47.92
ENSMUSG00000083337	processed_pseudogene	Gm11539	58.71
ENSMUSG00000083338	processed_pseudogene	Gm12475	47.23
ENSMUSG00000083339	processed_pseudogene	Gm11693	48.5
ENSMUSG00000083340	processed_pseudogene	Gm13156	46.42
ENSMUSG00000083341	processed_pseudogene	Gm14238	42.72
ENSMUSG00000083342	processed_pseudogene	Gm14237	47.21
ENSMUSG00000083343	processed_pseudogene	Gm14666	50.18
ENSMUSG00000083344	processed_pseudogene	Gm7363	46.12
ENSMUSG00000083345	processed_pseudogene	Gm6491	40.61
ENSMUSG00000083346	processed_pseudogene	Gm8260	49.58
ENSMUSG00000083347	processed_pseudogene	Gm13913	43.08
ENSMUSG00000083348	transcribed_unprocessed_pseudogene	Vmn1r-ps99	42.17
ENSMUSG00000083350	processed_pseudogene	Gm9060	38.76
ENSMUSG00000083351	processed_pseudogene	Gm15783	40.16
ENSMUSG00000083352	processed_pseudogene	Gm14907	36.77
ENSMUSG00000083353	processed_pseudogene	Gm12540	44.83
ENSMUSG00000083355	processed_pseudogene	Gm11581	49.46
ENSMUSG00000083356	processed_pseudogene	Gm11708	43.75
ENSMUSG00000083358	unprocessed_pseudogene	Olfr1004-ps1	45
ENSMUSG00000083359	processed_pseudogene	Gm12656	39.17
ENSMUSG00000083361	protein_coding	Olfr360	36
ENSMUSG00000083362	processed_pseudogene	Gm8606	50.56
ENSMUSG00000083363	processed_pseudogene	Gm12237	47.02
ENSMUSG00000083364	processed_pseudogene	Llph-ps2	50.38
ENSMUSG00000083365	processed_pseudogene	Gm12895	71.24
ENSMUSG00000083366	processed_pseudogene	Gm14887	42.29
ENSMUSG00000083367	processed_pseudogene	Gm8806	50.82
ENSMUSG00000083368	processed_pseudogene	Gm13214	46.32
ENSMUSG00000083369	unprocessed_pseudogene	Gm15332	55.74
ENSMUSG00000083371	processed_pseudogene	Gm11422	52.86
ENSMUSG00000083372	processed_pseudogene	Gm11235	53.45
ENSMUSG00000083373	processed_pseudogene	Gm13392	57.33
ENSMUSG00000083374	processed_pseudogene	Gm11449	55.67
ENSMUSG00000083375	processed_pseudogene	Gm15057	43.82
ENSMUSG00000083376	processed_pseudogene	Gm11882	45.65
ENSMUSG00000083377	processed_pseudogene	Gm12653	52.23
ENSMUSG00000083378	processed_pseudogene	Gm13196	45.38
ENSMUSG00000083379	processed_pseudogene	Gm4919	53.35
ENSMUSG00000083380	processed_pseudogene	Ndufb4c	51.03
ENSMUSG00000083381	unprocessed_pseudogene	Scgb2b22-ps	45.16
ENSMUSG00000083382	processed_pseudogene	Gm6433	57.49
ENSMUSG00000083383	unprocessed_pseudogene	Olfr595-ps1	42.77
ENSMUSG00000083384	unprocessed_pseudogene	Gm12813	37.67
ENSMUSG00000083385	processed_pseudogene	Gm11411	40.75
ENSMUSG00000083386	processed_pseudogene	Gm15426	51.26
ENSMUSG00000083387	processed_pseudogene	Gm11860	46.24
ENSMUSG00000083388	processed_pseudogene	Gm11550	49.79
ENSMUSG00000083389	processed_pseudogene	Gm13681	50.95
ENSMUSG00000083390	processed_pseudogene	Gm13121	46.52
ENSMUSG00000083391	processed_pseudogene	Gm14148	53.75
ENSMUSG00000083392	processed_pseudogene	Gm6335	42.21
ENSMUSG00000083393	processed_pseudogene	Gm15194	41.01
ENSMUSG00000083394	processed_pseudogene	Gm11703	49.69
ENSMUSG00000083395	processed_pseudogene	Gm11203	53.85
ENSMUSG00000083396	processed_pseudogene	Gm15542	42.38
ENSMUSG00000083397	processed_pseudogene	Gm5466	53.7
ENSMUSG00000083398	processed_pseudogene	Gm13458	49.86
ENSMUSG00000083399	processed_pseudogene	Gm15033	55.13
ENSMUSG00000083401	unprocessed_pseudogene	Gm13506	41.48
ENSMUSG00000083402	processed_pseudogene	Gm14394	53.56
ENSMUSG00000083403	unprocessed_pseudogene	Gm13041	43.78
ENSMUSG00000083404	unprocessed_pseudogene	Gm13019	49.7
ENSMUSG00000083405	transcribed_processed_pseudogene	Gm15725	56.33
ENSMUSG00000083406	processed_pseudogene	Gm8410	46.94
ENSMUSG00000083407	processed_pseudogene	Gm13176	48.01
ENSMUSG00000083409	processed_pseudogene	Gm11340	48.79
ENSMUSG00000083410	processed_pseudogene	Gm14300	48.2
ENSMUSG00000083411	processed_pseudogene	Rpl30-ps10	43.8
ENSMUSG00000083412	processed_pseudogene	Gm12268	42.08
ENSMUSG00000083413	unprocessed_pseudogene	Vmn1r-ps110	41.59
ENSMUSG00000083414	processed_pseudogene	Gm14840	43.1
ENSMUSG00000083416	processed_pseudogene	Gm15378	60.87
ENSMUSG00000083417	unprocessed_pseudogene	Olfr269-ps1	54.64
ENSMUSG00000083418	transcribed_unprocessed_pseudogene	Olfr1035-ps1	37.34
ENSMUSG00000083419	processed_pseudogene	Gm14485	47.67
ENSMUSG00000083420	processed_pseudogene	Gm15665	46.4
ENSMUSG00000083421	processed_pseudogene	Gm14776	37.38
ENSMUSG00000083422	processed_pseudogene	Gm15604	43.61
ENSMUSG00000083423	processed_pseudogene	Gm13221	49.53
ENSMUSG00000083424	processed_pseudogene	Rpl35a-ps4	48.05
ENSMUSG00000083425	processed_pseudogene	Gm13992	41.03
ENSMUSG00000083427	processed_pseudogene	Gm12007	43.05
ENSMUSG00000083428	processed_pseudogene	Gm14591	44.85
ENSMUSG00000083429	processed_pseudogene	Gm15198	57.06
ENSMUSG00000083430	processed_pseudogene	Gm13006	46.26
ENSMUSG00000083431	processed_pseudogene	Gm13437	40.85
ENSMUSG00000083432	processed_pseudogene	Gm14878	45.39
ENSMUSG00000083434	processed_pseudogene	Gm12760	48.48
ENSMUSG00000083435	processed_pseudogene	Gm15824	44.08
ENSMUSG00000083436	processed_pseudogene	Gm11471	49.49
ENSMUSG00000083437	processed_pseudogene	Gm15187	49.62
ENSMUSG00000083438	processed_pseudogene	Gm5402	44.5
ENSMUSG00000083439	processed_pseudogene	Gm14491	51.76
ENSMUSG00000083440	processed_pseudogene	Rpl7a-ps12	50.16
ENSMUSG00000083441	unprocessed_pseudogene	Gm15329	54.84
ENSMUSG00000083443	processed_pseudogene	Gm15519	52.36
ENSMUSG00000083444	processed_pseudogene	Gm14768	37.37
ENSMUSG00000083445	transcribed_processed_pseudogene	Gm15038	40.2
ENSMUSG00000083446	processed_pseudogene	Gm12826	49.34
ENSMUSG00000083447	processed_pseudogene	Gm11904	34.27
ENSMUSG00000083448	processed_pseudogene	Gm8749	57.7
ENSMUSG00000083449	processed_pseudogene	Gm13487	37.38
ENSMUSG00000083450	processed_pseudogene	Gm14619	47.62
ENSMUSG00000083451	processed_pseudogene	Gm11445	49.06
ENSMUSG00000083452	processed_pseudogene	Gm14905	37.99
ENSMUSG00000083453	processed_pseudogene	Gm13338	50.42
ENSMUSG00000083454	processed_pseudogene	Gm13226	54.95
ENSMUSG00000083455	processed_pseudogene	Gm15037	46.72
ENSMUSG00000083456	unprocessed_pseudogene	Gm13108	44.75
ENSMUSG00000083457	unprocessed_pseudogene	Cyp4b1-ps2	46.8
ENSMUSG00000083458	processed_pseudogene	Gm5510	56.17
ENSMUSG00000083460	processed_pseudogene	Gm12182	53.08
ENSMUSG00000083461	processed_pseudogene	Gm12935	45.82
ENSMUSG00000083462	processed_pseudogene	Gm12501	57.09
ENSMUSG00000083463	processed_pseudogene	Gm4909	50.38
ENSMUSG00000083465	processed_pseudogene	Gm11652	43.65
ENSMUSG00000083466	processed_pseudogene	Gm15225	40.89
ENSMUSG00000083467	processed_pseudogene	Gm15840	43.37
ENSMUSG00000083468	processed_pseudogene	Gm9431	45.77
ENSMUSG00000083469	processed_pseudogene	Gm14281	46.6
ENSMUSG00000083470	processed_pseudogene	Nsa2-ps2	42.95
ENSMUSG00000083471	processed_pseudogene	Gm12118	46.43
ENSMUSG00000083472	processed_pseudogene	Gm13491	50.64
ENSMUSG00000083473	processed_pseudogene	Gm13207	44.24
ENSMUSG00000083474	processed_pseudogene	Gm15267	46.12
ENSMUSG00000083475	unprocessed_pseudogene	Gm9440	36.47
ENSMUSG00000083477	processed_pseudogene	Gm5555	51.85
ENSMUSG00000083478	unprocessed_pseudogene	Gm15375	45.47
ENSMUSG00000083481	processed_pseudogene	Rps8-ps2	52.08
ENSMUSG00000083482	processed_pseudogene	Gm14706	43.92
ENSMUSG00000083483	processed_pseudogene	Gm14044	53.02
ENSMUSG00000083484	processed_pseudogene	Gm14574	37.99
ENSMUSG00000083485	processed_pseudogene	Gm12308	46.27
ENSMUSG00000083486	processed_pseudogene	Gm14521	50.86
ENSMUSG00000083487	processed_pseudogene	Gm13888	47.39
ENSMUSG00000083488	processed_pseudogene	Gm8534	43.47
ENSMUSG00000083489	unprocessed_pseudogene	Gm11784	45.07
ENSMUSG00000083490	processed_pseudogene	Gm14940	35.39
ENSMUSG00000083491	processed_pseudogene	Gm12423	46.67
ENSMUSG00000083492	processed_pseudogene	Gm14515	45.83
ENSMUSG00000083493	processed_pseudogene	Gm15044	43.31
ENSMUSG00000083494	unprocessed_pseudogene	Gm12873	41.63
ENSMUSG00000083495	processed_pseudogene	Gm13877	53
ENSMUSG00000083496	processed_pseudogene	Gm11263	49.8
ENSMUSG00000083498	processed_pseudogene	Gm14172	46.12
ENSMUSG00000083499	processed_pseudogene	Gm14609	44.24
ENSMUSG00000083500	processed_pseudogene	Gm15470	46.61
ENSMUSG00000083501	processed_pseudogene	Gm12255	41.9
ENSMUSG00000083502	processed_pseudogene	Gm14861	51.21
ENSMUSG00000083503	processed_pseudogene	Gm13407	44.44
ENSMUSG00000083505	processed_pseudogene	Gm7541	58.32
ENSMUSG00000083507	processed_pseudogene	Gm12842	48.11
ENSMUSG00000083508	processed_pseudogene	Gm6027	42.86
ENSMUSG00000083509	unprocessed_pseudogene	Defa-ps4	49.18
ENSMUSG00000083510	processed_pseudogene	Gm13478	49.15
ENSMUSG00000083512	processed_pseudogene	Gm12749	46.07
ENSMUSG00000083513	unprocessed_pseudogene	Olfr647-ps1	53.75
ENSMUSG00000083514	processed_pseudogene	Gm11881	47.03
ENSMUSG00000083515	processed_pseudogene	Gm14577	41.02
ENSMUSG00000083516	processed_pseudogene	Gm15196	47.1
ENSMUSG00000083517	processed_pseudogene	Gm14998	48.89
ENSMUSG00000083518	processed_pseudogene	Gm9429	47.58
ENSMUSG00000083519	processed_pseudogene	Gm13674	42.41
ENSMUSG00000083520	processed_pseudogene	Gm6418	45.26
ENSMUSG00000083522	processed_pseudogene	Gm15321	54.51
ENSMUSG00000083524	unprocessed_pseudogene	Mup-ps21	39.12
ENSMUSG00000083527	processed_pseudogene	Gm12001	38.71
ENSMUSG00000083528	processed_pseudogene	Gm13432	48.96
ENSMUSG00000083530	unprocessed_pseudogene	Gm13867	47.56
ENSMUSG00000083533	processed_pseudogene	Gm13450	49.7
ENSMUSG00000083534	unprocessed_pseudogene	H2-M6-ps	51.82
ENSMUSG00000083535	processed_pseudogene	Gm14381	53.14
ENSMUSG00000083536	processed_pseudogene	Gm15808	51.16
ENSMUSG00000083537	processed_pseudogene	Gm14942	47.02
ENSMUSG00000083538	processed_pseudogene	Gm16016	44.91
ENSMUSG00000083539	processed_pseudogene	Gm12466	52.58
ENSMUSG00000083541	processed_pseudogene	Gm12585	56.9
ENSMUSG00000083542	unprocessed_pseudogene	Olfr1379-ps1	45.35
ENSMUSG00000083543	processed_pseudogene	Gm14663	51.6
ENSMUSG00000083544	processed_pseudogene	Oat-rs1	45.54
ENSMUSG00000083545	TEC	Gm13320	60.28
ENSMUSG00000083546	processed_pseudogene	Tpt1-ps1	42.2
ENSMUSG00000083547	processed_pseudogene	Gm13321	51.75
ENSMUSG00000083548	processed_pseudogene	Gm11514	54.4
ENSMUSG00000083549	processed_pseudogene	Gm11227	45.44
ENSMUSG00000083550	processed_pseudogene	Gm13729	41.63
ENSMUSG00000083551	processed_pseudogene	Gm14516	49.21
ENSMUSG00000083553	processed_pseudogene	Gm11989	52.68
ENSMUSG00000083554	processed_pseudogene	Gm6645	41.88
ENSMUSG00000083555	processed_pseudogene	Gm12035	49.76
ENSMUSG00000083556	unprocessed_pseudogene	Gm9043	48.41
ENSMUSG00000083557	processed_pseudogene	Gm6877	43.78
ENSMUSG00000083558	processed_pseudogene	Gm12896	72.12
ENSMUSG00000083560	processed_pseudogene	Gm14939	41.52
ENSMUSG00000083561	processed_pseudogene	Gm5942	45.33
ENSMUSG00000083562	processed_pseudogene	Gm13234	50.07
ENSMUSG00000083563	unprocessed_pseudogene	Gm13340	39.74
ENSMUSG00000083564	processed_pseudogene	Gm11929	49.63
ENSMUSG00000083565	processed_pseudogene	Gm11941	53.61
ENSMUSG00000083566	unprocessed_pseudogene	Gm14711	37.34
